,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,price,date,latitude,longitude,address1,address2,address3,city,zip_code,country,state,coordinates,location
227,SqjVMpFWganCzuic_CHGmA,tapasbar-triana-den-haag,Tapasbar Triana,https://s3-media2.fl.yelpcdn.com/bphoto/jqaJ1_0HmNz5GBAtHDXkpw/o.jpg,False,https://www.yelp.com/biz/tapasbar-triana-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Tapas/Small Plates,4.0,[],31702154302.0,+31 70 215 4302,1319.610463196172,0.0,2021-08-13,52.08319,4.30426,Maziestraat 8,,,Den Haag,2514 GT,NL,ZH,,
228,3cBmMwIoTE1kraGun9GB1g,malee-delft,Malee,https://s3-media3.fl.yelpcdn.com/bphoto/H6IHDXuBjH54ttSoTQvfFw/o.jpg,False,https://www.yelp.com/biz/malee-delft?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Thai,5.0,[],31152120781.0,+31 15 212 0781,7427.002558112645,0.0,2021-08-13,52.01264,4.3601,Voldersgracht 29,,,Delft,2611 EV,NL,ZH,,
229,3CADITvWRYAic0WbBj0T3Q,café-de-wijnhaven-delft-3,Café de Wijnhaven,https://s3-media2.fl.yelpcdn.com/bphoto/iyPtQNtctSn4uSyuYTW5EA/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-de-wijnhaven-delft-3?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Cafes,4.0,[],31152141460.0,+31 15 214 1460,7460.847108190789,2.0,2021-08-13,52.0112892,4.3573557,Wijnhaven 22,,,Delft,2611 CS,NL,ZH,,
230,yqAkG39rOrrX-ovq30pJNQ,appeltje-eitje-den-haag,Appeltje Eitje,https://s3-media2.fl.yelpcdn.com/bphoto/raJEaFuMZX_GtEPS7bBGQw/o.jpg,False,https://www.yelp.com/biz/appeltje-eitje-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Breakfast & Brunch,4.5,[],31703602021.0,+31 70 360 2021,1590.778813450593,2.0,2021-08-13,52.0817,4.2927,Prins Hendrikstraat 69,,,Den Haag,2518 HL,NL,ZH,,
231,dg7EUi_QJOBLl70j1c1iqg,sissis-tealounge-den-haag,Sissi's Tealounge,https://s3-media2.fl.yelpcdn.com/bphoto/UniwKmGTW2G0XlJstiPVVw/o.jpg,False,https://www.yelp.com/biz/sissis-tealounge-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Coffee & Tea,3.0,[],31702141365.0,+31 70 214 1365,471.45656348028456,1.0,2021-08-13,52.0755081,4.3125701,Gedempte Burgwal 4,,,Den Haag,2512 BT,NL,ZH,,
232,3obHddopUz80HjamwWwYqA,t-bakkertje-the-hague-2,'t Bakkertje,https://s3-media1.fl.yelpcdn.com/bphoto/fA5nL33mivqSQ-9ZaFpcrg/o.jpg,False,https://www.yelp.com/biz/t-bakkertje-the-hague-2?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Bakeries,5.0,[],31703460229.0,+31 70 346 0229,893.7300731602048,0.0,2021-08-13,52.0795921,4.30667,Oude Molstraat 38,,,The Hague,2513 BB,NL,ZH,,
233,Sst5BPmWDp4Dy6xv_JJrUg,baladi-den-haag,Baladi,https://s3-media3.fl.yelpcdn.com/bphoto/bJPaOg3b0QChaH7FeEYqbQ/o.jpg,False,https://www.yelp.com/biz/baladi-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Lebanese,4.5,[],31619891597.0,+31 6 19891597,873.3247383517847,1.0,2021-08-13,52.07883,4.30396,Torenstraat 95,,,Den Haag,2513 BP,NL,ZH,,
234,e3cgUcNvcUamL68qwGITtQ,restaurant-waterproef-den-haag,Restaurant Waterproef,https://s3-media1.fl.yelpcdn.com/bphoto/lBEjXDH8Zex7ReMM63-KdQ/o.jpg,False,https://www.yelp.com/biz/restaurant-waterproef-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,French,5.0,[],31703588770.0,+31 70 358 8770,3959.358875545917,0.0,2021-08-13,52.09499,4.26568,Doctor Lelykade 25-27,,,Den Haag,2583 CL,NL,ZH,,
235,xyqkLEAUznP6a1jsv-P0tQ,weduwe-van-der-toorn-den-haag,Weduwe van der Toorn,https://s3-media3.fl.yelpcdn.com/bphoto/FmLbmptIURez7f-mHzYAaw/o.jpg,False,https://www.yelp.com/biz/weduwe-van-der-toorn-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Seafood,5.0,[],31703225881.0,+31 70 322 5881,4287.572056829937,3.0,2021-08-13,52.1013908,4.2693601,Treilerwarsstraat 2,,,Den Haag,2583 DA,NL,ZH,,
236,4JB9vkPPKusWpaj7twbNCQ,damen-vispaleis-den-haag,Damen Vispaleis,https://s3-media4.fl.yelpcdn.com/bphoto/HG3-YGUkFloTZpfMEj1o9Q/o.jpg,False,https://www.yelp.com/biz/damen-vispaleis-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Seafood,4.5,[],31703501623.0,+31 70 350 1623,4012.370276891149,1.0,2021-08-13,52.0996708365973,4.27222801948466,Doctor Lelykade 28,,,Den Haag,2583 CM,NL,ZH,,
237,u2w6vtn1DP49BER3_wytSA,somos-peru-den-haag,Somos Peru,https://s3-media1.fl.yelpcdn.com/bphoto/79WM15A51co2o-DW45v13A/o.jpg,False,https://www.yelp.com/biz/somos-peru-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Peruvian,4.5,[],31631014538.0,+31 6 31014538,1896.803046595678,0.0,2021-08-13,52.0887556501219,4.30766858160496,javastraat 13,,,Den Haag,2585 AB,NL,DR,,
238,cas5vvlwMa6L0su6ZHMnig,setare-den-haag,Setare,https://s3-media4.fl.yelpcdn.com/bphoto/yaqpv8J0s92DVJEG-RTRBA/o.jpg,False,https://www.yelp.com/biz/setare-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Persian/Iranian,3.5,[],31704064601.0,+31 70 406 4601,707.1854742135104,0.0,2021-08-13,52.07474,4.31851,Bierkade 13,,,Den Haag,2512 AA,NL,ZH,,
239,El5JMUCiXq-3FDYi-O5DCw,coffee-works-voorburg,Coffee Works,https://s3-media4.fl.yelpcdn.com/bphoto/aeGWzxFhXi4VByFCZclKXQ/o.jpg,False,https://www.yelp.com/biz/coffee-works-voorburg?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Coffee & Tea,4.5,[],,,3771.855049176405,2.0,2021-08-13,52.0684080196087,4.36430543661118,Parkweg 56,,,Voorburg,2271 AL,NL,ZH,,
240,b6WDxGLzpShnxKqQIuN8pA,kimchi-den-haag,Kimchi,https://s3-media1.fl.yelpcdn.com/bphoto/aPpbmXNTd7iJR0EjdyWYKg/o.jpg,False,https://www.yelp.com/biz/kimchi-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Korean,3.5,[],31703642192.0,+31 70 364 2192,564.4769522144557,0.0,2021-08-13,52.075883,4.314137,Rabbijn Maarsenplein 22,,,Den Haag,2512 HJ,NL,ZH,,
241,Qy9ChAd4Od4ACtQWrQYYMw,restaurant-m-den-haag,Restaurant M,https://s3-media4.fl.yelpcdn.com/bphoto/APnZXFwAr_8E4DRayh9g6A/o.jpg,False,https://www.yelp.com/biz/restaurant-m-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,French,3.5,[],31703801986.0,+31 70 380 1986,459.6882027056145,3.0,2021-08-13,52.073219449334,4.3156612732353,Groenewegje 115,,,Den Haag,2515 LP,NL,ZH,,
242,RABQJc5-WxWbEjj1-kYM9w,limoncello-den-haag,Limoncello,https://s3-media1.fl.yelpcdn.com/bphoto/DTo1dJ9eRG_n27VEIBzIBg/o.jpg,False,https://www.yelp.com/biz/limoncello-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Italian,4.5,[],31703505688.0,+31 70 350 5688,2240.906036142548,0.0,2021-08-13,52.09166,4.30456,Bankastraat 85-B,,,Den Haag,2585 EH,NL,ZH,,
243,rRFDSKRcruns11YOB9mKdw,de-beren-delft,De Beren,https://s3-media1.fl.yelpcdn.com/bphoto/n0GQe2BhVYCc0vuxBoSamA/o.jpg,False,https://www.yelp.com/biz/de-beren-delft?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,9,Gastropubs,3.5,[],31152126390.0,+31 15 212 6390,7605.109111685273,2.0,2021-08-13,52.01177,4.36284,Beestenmarkt 26,,,Delft,2611 GC,NL,ZH,,
244,Hl4BDkZ0pvftayFoY6aZfw,cafe-berger-the-hague,Cafe Berger,https://s3-media4.fl.yelpcdn.com/bphoto/8V1rlPybr60nWaZMdEddkA/o.jpg,False,https://www.yelp.com/biz/cafe-berger-the-hague?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Cafes,3.5,[],31703600006.0,+31 70 360 0006,1045.6762318050944,4.0,2021-08-13,52.0800411,4.3165463,Plein 18,,,The Hague,2511 CS,NL,ZH,,
245,Onicz-fGL7zmeoMbRula-w,la-riojana-the-hague,La Riojana,https://s3-media3.fl.yelpcdn.com/bphoto/x9Xe6wUG7GJLriwH4Ay0iA/o.jpg,False,https://www.yelp.com/biz/la-riojana-the-hague?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Spanish,5.0,[],31610865416.0,+31 6 10865416,693.5655057162743,2.0,2021-08-13,52.0775327,4.3056651,Torenstraat 82,,,The Hague,2513 BT,NL,ZH,,
246,enTwy1QI24_E9lM-LjowkQ,cafe-de-bok-den-haag,Cafe de BOK,https://s3-media2.fl.yelpcdn.com/bphoto/rrefRmc7uo7nxMqAi1Nb0g/o.jpg,False,https://www.yelp.com/biz/cafe-de-bok-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,British,3.5,[],31703642162.0,+31 70 364 2162,798.9245694098136,0.0,2021-08-13,52.07887,4.30775,Papestraat 36,,,Den Haag,2513 AW,NL,ZH,,
247,hB9Bq3Uf60f_XcJUhOgyuA,mama-kelly-den-haag,Mama Kelly,https://s3-media1.fl.yelpcdn.com/bphoto/5hZZnpQWgdWiOAtzdQUykQ/o.jpg,False,https://www.yelp.com/biz/mama-kelly-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Modern European,4.0,[],31702170546.0,+31 70 217 0546,2570.093855946804,2.0,2021-08-13,52.0646879311938,4.34519934722038,Saturnusstraat 100,,,Den Haag,2516 AH,NL,ZH,,
248,xOFQfLQ-xaIC1xbM6PpwRQ,de-sissende-sampan-den-haag,De Sissende Sampan,https://s3-media4.fl.yelpcdn.com/bphoto/MBAk5RaKJBurb77-HBiIIQ/o.jpg,False,https://www.yelp.com/biz/de-sissende-sampan-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Thai,4.0,[],31703625435.0,+31 70 362 5435,2037.4216853676148,0.0,2021-08-13,52.08091,4.28374,Laan van Meerdervoort 207,,,Den Haag,2517 BC,NL,ZH,,
249,NkLv8FIT83U0C4TogeqpqA,de-sjees-grand-café-delft,De Sjees Grand Café,https://s3-media2.fl.yelpcdn.com/bphoto/Ae9DZGltXbkMUnC_ogFoSg/o.jpg,False,https://www.yelp.com/biz/de-sjees-grand-caf%C3%A9-delft?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Cafes,4.5,[],31152144647.0,+31 15 214 4647,7483.893634961137,0.0,2021-08-13,52.01143,4.35797,Markt 5,,,Delft,2611 GP,NL,ZH,,
250,VpP89GbjRxKVcNzkwtg6vA,de-gekke-geit-den-haag,De Gekke Geit,https://s3-media2.fl.yelpcdn.com/bphoto/Hw49WmEPCzED4lESY3WGQA/o.jpg,False,https://www.yelp.com/biz/de-gekke-geit-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Pubs,5.0,[],31702204026.0,+31 70 220 4026,382.2842809300486,0.0,2021-08-13,52.0751672087808,4.30950488895178,Lutherse Burgwal 5,,,Den Haag,2512 CB,NL,ZH,,
251,-jJGB3kezX-y1YBx413ZdA,de-basiliek-den-haag,De Basiliek,https://s3-media3.fl.yelpcdn.com/bphoto/tPbMIJhLIdBOS5VX954TXQ/o.jpg,False,https://www.yelp.com/biz/de-basiliek-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Wine Bars,3.5,[],31703606144.0,+31 70 360 6144,997.0155268399832,0.0,2021-08-13,52.07941,4.31691,Korte Houtstraat 4a,,,Den Haag,2511 CD,NL,ZH,,
252,9MOXUQyuZTf4KM54CtmaUA,sabsy-cake-dreams-den-haag,Sabsy Cake Dreams,https://s3-media1.fl.yelpcdn.com/bphoto/nIwgSReCjHM_8tgH0_-I3Q/o.jpg,False,https://www.yelp.com/biz/sabsy-cake-dreams-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Patisserie/Cake Shop,5.0,[],31641145120.0,+31 6 41145120,230.3953665336676,0.0,2021-08-13,52.0737942,4.3096794,Boekhorststraat 43,,,Den Haag,2512 CM,NL,ZH,,
253,ONhHRXOSTZp0G6fLwuNygw,mauritshuis-den-haag-2,Mauritshuis,https://s3-media3.fl.yelpcdn.com/bphoto/yEOSmLQW_HldNpFaZsC0ig/o.jpg,False,https://www.yelp.com/biz/mauritshuis-den-haag-2?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Brasseries,3.0,[],31703023456.0,+31 70 302 3456,1024.6227336051836,1.0,2021-08-13,52.080431688463,4.31431974641294,Plein 29,,,Den Haag,2511 CS,NL,ZH,,
254,7t4wIv6aTxUMGKIE93KhCQ,dungelmann-den-haag-10,Dungelmann,https://s3-media2.fl.yelpcdn.com/bphoto/C_uawDXWU0cj23WjHPU7aQ/o.jpg,False,https://www.yelp.com/biz/dungelmann-den-haag-10?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Breakfast & Brunch,4.5,[],31704063563.0,+31 70 406 3563,656.3483997549774,0.0,2021-08-13,52.07777,4.31152,Passage 65,,,Den Haag,2511 AC,NL,ZH,,
255,whgPYE9V3WhDe3KbOh0Fiw,ratu-x-raja-den-haag,Ratu X raja,,False,https://www.yelp.com/biz/ratu-x-raja-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Indonesian,4.0,[],31703563366.0,+31 70 356 3366,609.3766634976239,0.0,2021-08-13,52.0704978,4.3006999,Prinsestraat 30,Indo France restaurant,,Den Haag,2513 CD,NL,ZH,,
256,yvrREW1M9-PcMHUnZbh-5A,ltt-kijkduin-3,Ltt,https://s3-media2.fl.yelpcdn.com/bphoto/ZASnfnm-29DrQd0jTdqaLg/o.jpg,False,https://www.yelp.com/biz/ltt-kijkduin-3?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,5,Cafes,4.0,[],31703239398.0,+31 70 323 9398,6092.960316152882,2.0,2021-08-13,52.0688286,4.2203698,Deltaplein 611-612,,,Kijkduin,2554 GJ,NL,ZH,,
257,lXv_mANjppgFyy2q6V2ygA,toren-snacks-den-haag,Toren Snacks,https://s3-media4.fl.yelpcdn.com/bphoto/I2neccn0vPeSzNu9jxFQMQ/o.jpg,False,https://www.yelp.com/biz/toren-snacks-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Pizza,5.0,[],,,698.6049654567486,1.0,2021-08-13,52.0776428221872,4.30593162752603,Torenstraat 9B,,,Den Haag,2513 BN,NL,ZH,,
258,sh6LcPRsM-j1eb8Pz3UIhw,locus-publicus-delft,Locus Publicus,https://s3-media2.fl.yelpcdn.com/bphoto/-tg9JArQjkw0a4G38abN-w/o.jpg,False,https://www.yelp.com/biz/locus-publicus-delft?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,5,Pubs,4.5,[],31152134632.0,+31 15 213 4632,7675.780175611547,0.0,2021-08-13,52.0102476,4.3604127,Brabantse Turfmarkt 67,,,Delft,2611,NL,ZH,,
259,5BPf2xqagsMI754VSvqS1g,haagse-toren-den-haag-2,Haagse Toren,https://s3-media2.fl.yelpcdn.com/bphoto/9japTPrCGifcpJzBLxS2tw/o.jpg,False,https://www.yelp.com/biz/haagse-toren-den-haag-2?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Landmarks & Historical Buildings,4.0,[],31703051000.0,+31 70 305 1000,1045.3122473099131,0.0,2021-08-13,52.0716449,4.3246804,Rijswjkseplein 786,,,Den Haag,2516 LX,NL,ZH,,
260,Ql4yG6ICUFdzLazPNZa8SA,swags-central-den-haag,Swags Central,https://s3-media1.fl.yelpcdn.com/bphoto/YRvBxAakN6kc_0V7S-Bbxw/o.jpg,False,https://www.yelp.com/biz/swags-central-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,British,3.5,[],,,628.9096066244198,0.0,2021-08-13,52.0769234,4.3092856,Haagse Bluf 18,,,Den Haag,2511 CN,NL,ZH,,
261,mmIdi9MNH_dfmU7-ia_0tQ,mcdonalds-den-haag-4,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/m-JVFWRXKVbEoXpGeDpxtQ/o.jpg,False,https://www.yelp.com/biz/mcdonalds-den-haag-4?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Fast Food,4.0,[],31703621317.0,+31 70 362 1317,739.5700220675105,1.0,2021-08-13,52.07764733,4.31432816,Grote Marktstraat 60,,,Den Haag,2511 BJ,NL,ZH,,
262,-vb4SgLiJk4-KeMvimgGRg,hof-van-eten-t-den-haag,HOF van Eten T,https://s3-media2.fl.yelpcdn.com/bphoto/6taMFHAqgqL0SY5rnvyOYw/o.jpg,False,https://www.yelp.com/biz/hof-van-eten-t-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Cafes,4.5,[],31703457599.0,+31 70 345 7599,842.6236584042565,0.0,2021-08-13,52.0792,4.30707,Oude Molstraat 30-D,,,Den Haag,2513 BB,NL,ZH,,
263,iwsE49PdUwqx-jFH9fdrxg,du-passage-den-haag,Du Passage,https://s3-media4.fl.yelpcdn.com/bphoto/728mBZow5ctD8aMVtHOLYg/o.jpg,False,https://www.yelp.com/biz/du-passage-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Modern European,5.0,[],31703649038.0,+31 70 364 9038,732.1756415861579,0.0,2021-08-13,52.0781808511349,4.31153568132445,Passage 44,,,Den Haag,2511 AB,NL,ZH,,
264,lvwL9KRUmlKlXnCe1RTFcA,himalayan-den-haag,Himalayan,https://s3-media1.fl.yelpcdn.com/bphoto/DvphB4odOOfdqcHzaBlgWg/o.jpg,False,https://www.yelp.com/biz/himalayan-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Indian,5.0,[],31703651404.0,+31 70 365 1404,633.5615067391738,0.0,2021-08-13,52.07738,4.31051,Gortstraat 16A,,,Den Haag,2511 AP,NL,ZH,,
265,tB7a0EukkjO5LE1112wpAQ,lemongrass-restaurant-den-haag,Lemongrass Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/KghWJ_S7OFhUZtjcaXaPiA/o.jpg,False,https://www.yelp.com/biz/lemongrass-restaurant-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Modern European,4.0,[],31703520295.0,+31 70 352 0295,4092.6428874691096,3.0,2021-08-13,52.1000735216337,4.27117527672997,Dr. Lelykade 24,,,Den Haag,2583 CM,NL,ZH,,
266,izv59nn8XuB6NJt2eDfM9w,greenbean-den-haag,Greenbean,https://s3-media3.fl.yelpcdn.com/bphoto/1yGfsOjPcbIIZ_Z09Jrqyw/o.jpg,False,https://www.yelp.com/biz/greenbean-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,2,Sandwiches,4.0,[],31703923576.0,+31 70 392 3576,1083.7569468088104,0.0,2021-08-13,52.08147,4.31015,Lange Voorhout 5,,,Den Haag,2514 EA,NL,ZH,,
267,ht_PqLx301Uzn5NKqvz_UQ,restaurant-miami-den-haag,Restaurant Miami,,False,https://www.yelp.com/biz/restaurant-miami-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Fast Food,5.0,[],31703468280.0,+31 70 346 8280,489.7018880370775,0.0,2021-08-13,52.0761072040771,4.3085979972238,Schoolstraat 39,,,Den Haag,2511 BG,NL,ZH,,
268,t5ydo98URfHVLr6dYprwxg,eigen-houtje-den-haag-2,Eigen Houtje,https://s3-media1.fl.yelpcdn.com/bphoto/Qg2OLw-Q73LerATWDnVNVA/o.jpg,False,https://www.yelp.com/biz/eigen-houtje-den-haag-2?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Sandwiches,5.0,[],31703260894.0,+31 70 326 0894,997.172038773662,0.0,2021-08-13,52.0793114,4.3170199,Korte Houtstraat 8 A,,,Den Haag,2511 CD,NL,ZH,,
269,EjTUZGKKEec9vrd_b4uVyw,cadir-den-haag,CADIR,https://s3-media4.fl.yelpcdn.com/bphoto/j2iO-8KSXAJXZ7jL7PXu7A/o.jpg,False,https://www.yelp.com/biz/cadir-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,3,Pizza,3.5,[],31704448170.0,+31 70 444 8170,1023.2364041227136,0.0,2021-08-13,52.0630215716884,4.31422479568487,Calandstraat 50,,,Den Haag,2521 AG,NL,ZH,,
270,XoplhOb9b5ZpMZelFB4clg,i-love-surifood-den-haag,I Love SuriFood,https://s3-media3.fl.yelpcdn.com/bphoto/TRK7JE3sKtJH6NNE1ITaKg/o.jpg,False,https://www.yelp.com/biz/i-love-surifood-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Food Delivery Services,5.0,[],31702171819.0,+31 70 217 1819,1520.3271946677482,0.0,2021-08-13,52.08522,4.31323,Hooikade 13,,,Den Haag,2514 BH,NL,ZH,,
271,yvgD7jpjovB4Gd9SdLdDjA,la-place-den-haag,La Place,https://s3-media4.fl.yelpcdn.com/bphoto/C1qoh53mYgGgYZUafvPjoA/o.jpg,False,https://www.yelp.com/biz/la-place-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,1,Cafes,5.0,[],31703883705.0,+31 70 388 3705,860.2535766207579,2.0,2021-08-13,52.06691,4.3192199,Waldorpstraat 140,,,Den Haag,2521 CD,NL,ZH,,
